Süre	1. Bölge	2. Bölge	3. Bölge	Isýnma	Soðutma 
(Sn)	(ºC)		(ºC)		(ºC)		(ºC)	(ºC)
       	Mavi		Kýrmýzý		Yeþil		Turuncu	Sarý
0	21		24		22		0	19
1	21		24		22		0	19
2	21		24		22		0	19
3	21		24		22		0	19
4	21		24		22		0	19
5	21		24		22		0	19
6	21		24		22		0	19
7	21		24		22		0	19
8	21		24		22		0	19
9	21		24		22		0	19
10	21		24		22		0	19
11	21		24		22		0	19
12	21		24		22		0	19
13	21		24		22		0	19
14	21		24		22		0	19
15	21		24		22		0	19
16	21		24		22		0	19
17	21		24		22		0	19
18	21		24		22		0	19
19	21		24		22		0	19
20	21		24		22		0	19
21	21		24		22		0	19
22	21		24		22		0	19
23	21		24		22		0	19
24	21		24		22		0	19
25	21		24		22		0	19
26	21		24		22		0	19
27	21		24		22		0	19
28	21		24		22		0	19
29	21		24		22		0	19
30	21		24		22		0	19
31	21		24		22		0	19
32	21		24		22		0	19
33	21		24		22		0	19
34	21		24		22		0	19
35	21		24		22		0	19
36	21		24		22		0	19
37	21		24		22		0	19
38	21		24		22		0	19
39	21		24		22		0	19
40	21		24		22		0	19
41	21		24		22		0	19
42	21		24		22		0	19
43	21		24		22		0	19
44	21		24		22		0	19
45	21		24		22		0	19
46	21		24		22		0	19
47	21		24		22		0	19
48	21		24		22		0	19
49	21		24		22		0	19
50	21		24		22		0	19
51	21		24		22		0	19
52	21		24		22		0	19
53	21		24		22		0	19
54	21		24		22		0	19
55	21		24		22		0	19
56	21		24		22		0	19
57	21		24		22		0	19
58	21		24		22		0	19
59	21		24		22		0	19
60	21		24		22		0	19
61	21		24		22		0	19
62	21		24		22		0	19
63	21		24		22		0	19
64	21		24		22		0	19
65	21		24		22		0	19
66	21		24		22		0	19
67	21		24		22		0	19
68	21		24		22		0	19
69	21		24		22		0	19
70	21		24		22		0	19
71	21		24		22		0	19
72	21		24		22		0	19
73	21		24		22		0	19
74	21		24		22		0	19
75	21		24		22		0	19
76	21		24		22		0	19
77	21		24		22		0	19
78	21		24		22		0	19
79	21		24		22		0	19
80	21		24		22		0	19
81	21		24		22		0	19
82	21		24		22		0	19
83	21		24		22		0	19
84	21		24		22		0	19
85	21		24		22		0	19
86	21		24		22		0	19
87	21		24		22		0	19
88	21		24		22		0	19
89	21		24		22		0	19
90	21		24		22		0	19
91	21		24		22		0	19
92	21		24		22		0	19
93	21		24		22		0	19
94	21		24		22		0	19
95	21		24		22		0	19
96	21		24		22		0	19
97	21		24		22		0	19
98	21		24		22		0	19
99	21		24		22		0	19
100	21		24		22		0	19
101	21		24		22		0	19
102	21		24		22		0	19
103	21		24		22		0	19
104	21		24		22		0	19
105	21		24		22		0	19
106	21		24		22		0	19
107	21		24		22		0	19
108	21		24		22		0	19
109	21		24		22		0	19
110	21		24		22		0	19
111	21		24		22		0	19
112	21		24		22		0	19
113	21		24		22		0	19
114	21		24		22		0	19
115	21		24		22		0	19
116	21		24		22		0	19
117	21		24		22		0	19
118	21		24		22		0	19
119	21		25		22		0	19
120	21		25		22		0	19
121	21		25		22		0	19
122	21		25		22		0	19
123	21		25		22		0	19
124	21		25		22		0	19
125	21		25		22		0	19
126	22		25		22		0	19
127	22		25		22		0	19
128	22		25		22		0	19
129	22		25		22		0	19
130	22		25		22		0	19
131	22		25		22		0	19
132	22		25		22		0	19
133	22		25		22		0	19
134	22		25		22		0	19
135	22		25		22		0	19
136	22		25		22		0	19
137	22		25		22		0	19
138	22		25		22		0	19
139	22		25		22		0	19
140	22		25		22		0	19
141	22		25		22		0	19
142	22		25		22		0	19
143	22		25		22		0	19
144	22		25		22		0	19
145	22		25		22		0	19
146	22		25		22		0	19
147	22		25		22		0	19
148	22		25		22		0	19
149	22		25		22		0	19
150	22		25		22		0	19
151	22		25		22		0	19
152	22		25		22		0	19
153	22		25		22		0	19
154	22		25		22		0	19
155	22		25		22		0	19
156	22		25		22		0	19
157	22		25		23		0	19
158	22		25		23		0	19
159	22		25		23		0	19
160	22		25		23		0	19
161	22		25		23		0	19
162	22		25		23		0	19
163	22		25		23		0	19
164	22		25		23		0	19
165	22		25		23		0	19
166	22		25		23		0	19
167	22		25		23		0	19
168	22		25		23		0	19
169	22		25		23		0	19
170	22		25		23		0	19
171	22		25		23		0	19
172	22		25		23		0	19
173	22		25		23		0	19
174	22		25		23		0	19
175	22		25		23		0	19
176	22		25		23		0	19
177	22		25		23		0	19
178	22		25		23		0	19
179	22		25		23		0	19
180	22		25		23		0	19
181	22		25		23		0	19
182	22		25		23		0	19
183	22		25		23		0	19
184	22		25		23		0	19
185	22		26		23		0	19
186	22		26		23		0	19
187	23		26		23		0	19
188	23		26		23		0	19
189	23		26		23		0	19
190	23		26		23		0	19
191	23		26		23		0	19
192	23		26		23		0	19
193	23		26		23		0	19
194	23		26		23		0	19
195	23		26		23		0	19
196	23		26		23		0	19
197	23		26		23		0	19
198	23		26		23		0	19
199	23		26		23		0	19
200	23		26		23		0	19
201	23		26		23		0	19
202	23		26		23		0	19
203	23		26		23		0	19
204	23		26		23		0	19
205	23		26		23		0	19
206	23		26		23		0	19
