Süre (Sn)	Basýnç (Torr)
0		2,3E+2
1		2,3E+2
2		2,3E+2
3		2,3E+2
4		2,3E+2
5		2,3E+2
6		2,3E+2
7		2,3E+2
8		2,3E+2
9		2,3E+2
10		2,3E+2
11		2,3E+2
12		2,3E+2
13		2,3E+2
14		2,3E+2
15		2,3E+2
16		2,3E+2
17		2,3E+2
18		2,3E+2
19		2,3E+2
20		2,3E+2
21		2,3E+2
22		2,3E+2
23		2,3E+2
24		2,2E+2
25		2,3E+2
26		2,3E+2
27		2,3E+2
28		2,3E+2
29		2,3E+2
30		2,3E+2
31		2,2E+2
32		2,3E+2
33		2,2E+2
34		2,2E+2
35		2,2E+2
36		2,2E+2
37		2,2E+2
38		2,2E+2
39		2,2E+2
40		2,3E+2
41		2,2E+2
42		2,2E+2
43		2,2E+2
44		2,2E+2
45		2,2E+2
46		2,2E+2
47		2,2E+2
48		2,2E+2
49		2,3E+2
50		2,2E+2
51		2,3E+2
52		2,3E+2
53		2,3E+2
54		2,3E+2
55		2,3E+2
56		2,3E+2
57		2,3E+2
58		2,3E+2
59		2,3E+2
60		2,3E+2
61		2,3E+2
62		2,3E+2
63		2,3E+2
64		2,3E+2
65		2,3E+2
66		2,3E+2
67		2,3E+2
68		2,3E+2
69		2,3E+2
70		2,3E+2
71		2,3E+2
72		2,3E+2
73		2,3E+2
74		2,3E+2
75		2,3E+2
76		2,3E+2
77		2,3E+2
78		2,3E+2
79		2,3E+2
80		2,3E+2
81		2,3E+2
82		2,3E+2
83		2,3E+2
84		2,3E+2
85		2,3E+2
86		2,3E+2
87		2,3E+2
88		2,3E+2
89		2,3E+2
90		2,3E+2
91		2,3E+2
92		2,3E+2
93		2,3E+2
94		2,3E+2
95		2,3E+2
96		2,3E+2
97		2,3E+2
98		2,3E+2
99		2,2E+2
100		2,2E+2
101		2,2E+2
102		2,2E+2
103		2,1E+2
104		2,1E+2
105		2,0E+2
106		2,0E+2
107		1,9E+2
108		1,9E+2
109		1,8E+2
110		1,8E+2
111		1,7E+2
112		1,7E+2
113		1,6E+2
114		1,6E+2
115		1,6E+2
116		1,5E+2
117		1,5E+2
118		1,5E+2
119		1,4E+2
120		1,4E+2
121		1,4E+2
122		1,3E+2
123		1,3E+2
124		1,3E+2
125		1,2E+2
126		1,2E+2
127		1,2E+2
128		1,1E+2
129		1,1E+2
130		1,1E+2
131		1,1E+2
132		1,0E+2
133		1,0E+2
134		9,9E+1
135		9,6E+1
136		9,4E+1
137		9,2E+1
138		9,0E+1
139		8,8E+1
140		8,6E+1
141		8,3E+1
142		8,2E+1
143		8,0E+1
144		7,8E+1
145		7,6E+1
146		7,5E+1
147		7,2E+1
148		7,1E+1
149		6,9E+1
150		6,7E+1
151		6,6E+1
152		6,4E+1
153		6,2E+1
154		6,1E+1
155		6,0E+1
156		5,8E+1
157		5,6E+1
158		5,5E+1
159		5,3E+1
160		5,2E+1
161		5,1E+1
162		5,0E+1
163		4,8E+1
164		4,7E+1
165		4,6E+1
166		4,5E+1
167		4,4E+1
168		4,2E+1
169		4,1E+1
170		4,0E+1
171		3,9E+1
172		3,8E+1
173		3,7E+1
174		3,6E+1
175		3,5E+1
176		3,5E+1
177		3,4E+1
178		3,3E+1
179		3,2E+1
180		3,1E+1
181		3,0E+1
182		2,9E+1
183		2,8E+1
184		2,8E+1
185		2,7E+1
186		2,6E+1
187		2,5E+1
188		2,5E+1
189		2,4E+1
190		2,3E+1
191		2,3E+1
192		2,2E+1
193		2,1E+1
194		2,1E+1
195		2,0E+1
196		1,9E+1
197		1,9E+1
198		1,8E+1
199		1,7E+1
200		1,7E+1
201		1,6E+1
202		1,6E+1
203		1,5E+1
204		1,5E+1
205		1,4E+1
206		1,4E+1
207		1,3E+1
208		1,3E+1
209		1,3E+1
210		1,2E+1
211		1,2E+1
212		1,1E+1
213		1,1E+1
214		1,1E+1
215		1,0E+1
216		9,9E+0
217		9,6E+0
218		9,3E+0
219		8,9E+0
220		8,7E+0
221		8,4E+0
222		8,0E+0
223		7,8E+0
224		7,5E+0
225		7,2E+0
226		6,9E+0
227		6,7E+0
228		6,4E+0
229		6,2E+0
230		5,9E+0
231		5,7E+0
232		5,4E+0
233		5,2E+0
234		5,0E+0
235		4,8E+0
236		4,6E+0
237		4,4E+0
238		4,2E+0
239		4,0E+0
240		3,8E+0
241		3,6E+0
242		3,5E+0
243		3,3E+0
244		3,2E+0
245		3,1E+0
246		2,9E+0
247		2,8E+0
248		2,7E+0
249		2,5E+0
250		2,4E+0
251		2,3E+0
252		2,2E+0
253		2,1E+0
254		2,0E+0
255		1,9E+0
256		1,8E+0
257		1,7E+0
258		1,6E+0
259		1,5E+0
260		1,4E+0
261		1,3E+0
262		1,3E+0
263		1,2E+0
264		1,1E+0
265		1,1E+0
266		1,0E+0
267		9,3E-1
268		8,8E-1
269		8,2E-1
270		7,5E-1
271		7,0E-1
272		6,6E-1
273		6,0E-1
274		5,6E-1
275		5,2E-1
276		4,7E-1
277		4,4E-1
278		4,1E-1
279		3,7E-1
280		3,4E-1
281		3,2E-1
282		2,9E-1
283		2,7E-1
284		2,5E-1
285		2,3E-1
286		2,1E-1
287		2,0E-1
288		1,8E-1
289		1,7E-1
290		1,6E-1
291		1,4E-1
292		1,3E-1
293		1,3E-1
294		1,2E-1
295		1,1E-1
296		1,0E-1
297		9,6E-2
298		9,1E-2
299		8,6E-2
300		8,1E-2
301		7,8E-2
302		7,6E-2
303		7,3E-2
304		7,1E-2
305		6,9E-2
306		6,8E-2
307		6,7E-2
308		6,6E-2
309		6,5E-2
310		6,5E-2
311		6,5E-2
312		6,4E-2
313		6,4E-2
314		6,4E-2
315		6,4E-2
316		6,4E-2
317		6,4E-2
318		6,4E-2
319		6,4E-2
320		6,4E-2
321		6,4E-2
322		6,4E-2
323		6,4E-2
324		6,4E-2
325		6,4E-2
326		6,4E-2
327		6,4E-2
328		6,4E-2
329		6,4E-2
330		6,4E-2
331		6,4E-2
332		6,5E-2
333		6,5E-2
334		6,5E-2
335		6,5E-2
336		6,5E-2
337		6,5E-2
338		6,5E-2
339		6,5E-2
340		6,5E-2
341		6,5E-2
342		6,5E-2
343		6,5E-2
344		6,5E-2
345		6,5E-2
346		6,5E-2
347		6,5E-2
348		6,5E-2
349		6,5E-2
350		6,5E-2
351		6,5E-2
352		6,4E-2
353		6,5E-2
354		6,5E-2
355		6,5E-2
356		6,5E-2
357		6,5E-2
358		6,5E-2
359		6,5E-2
360		6,5E-2
361		6,5E-2
362		6,5E-2
363		6,5E-2
364		6,5E-2
365		6,5E-2
366		6,5E-2
367		6,5E-2
368		6,5E-2
369		6,5E-2
370		6,5E-2
371		6,5E-2
372		6,5E-2
373		6,5E-2
374		6,5E-2
375		6,5E-2
376		6,5E-2
377		6,5E-2
378		6,5E-2
379		6,5E-2
380		6,5E-2
381		6,5E-2
382		6,5E-2
383		6,5E-2
384		6,5E-2
385		6,5E-2
386		6,5E-2
387		6,5E-2
